Primary Type,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,Year,Month,Day,Hour,DayOfWeek
THEFT,RESIDENCE,False,False,431,4.0,7.0,51.0,2004,12,19,9,Sunday
THEFT,APARTMENT,False,False,2534,25.0,30.0,20.0,2002,1,5,9,Saturday
ASSAULT,GOVERNMENT BUILDING/PROPERTY,False,False,513,5.0,9.0,49.0,2004,1,28,9,Wednesday
SEX OFFENSE,RESIDENCE,False,False,613,6.0,21.0,71.0,2001,8,1,0,Wednesday
HOMICIDE,STREET,True,False,1011,10.0,24.0,29.0,2001,4,27,18,Friday
OFFENSE INVOLVING CHILDREN,APARTMENT,False,True,322,3.0,6.0,69.0,2003,4,1,0,Tuesday
OFFENSE INVOLVING CHILDREN,RESIDENCE,True,False,914,9.0,12.0,61.0,2002,1,1,0,Tuesday
THEFT,RESIDENCE,False,False,924,9.0,11.0,60.0,2004,1,1,7,Thursday
ASSAULT,SMALL RETAIL STORE,False,False,523,5.0,34.0,53.0,2004,2,1,15,Sunday
THEFT,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,715,7.0,15.0,67.0,2004,4,17,14,Saturday
DECEPTIVE PRACTICE,OTHER,False,False,2213,22.0,19.0,72.0,2003,1,1,0,Wednesday
THEFT,RESIDENCE,False,False,2033,20.0,46.0,3.0,2001,8,14,10,Tuesday
HOMICIDE,STREET,True,False,1125,11.0,24.0,25.0,2001,4,29,1,Sunday
THEFT,RESIDENCE,False,False,511,5.0,9.0,49.0,2004,3,15,12,Monday
THEFT,OTHER,False,False,1014,10.0,24.0,29.0,2004,1,1,1,Thursday
HOMICIDE,STREET,False,False,214,2.0,3.0,38.0,2001,4,1,8,Sunday
BATTERY,SIDEWALK,False,False,311,3.0,20.0,40.0,2004,2,14,16,Saturday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,1423,14.0,26.0,24.0,2001,7,5,0,Thursday
BATTERY,APARTMENT,False,True,532,5.0,9.0,53.0,2004,2,7,9,Saturday
BATTERY,APARTMENT,False,True,532,5.0,9.0,53.0,2004,2,7,11,Saturday
THEFT,RESIDENCE,False,False,2534,25.0,37.0,23.0,2004,1,1,9,Thursday
THEFT,APARTMENT,False,False,323,3.0,6.0,69.0,2002,4,5,14,Friday
HOMICIDE,APARTMENT,True,False,1021,10.0,24.0,29.0,2001,4,1,8,Sunday
CRIM SEXUAL ASSAULT,OTHER,False,False,2123,2.0,4.0,39.0,2004,3,20,21,Saturday
SEX OFFENSE,RESIDENCE,False,True,1724,17.0,33.0,16.0,2004,1,1,0,Thursday
HOMICIDE,CHA APARTMENT,True,True,1135,11.0,2.0,27.0,2001,5,1,6,Tuesday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,2521,25.0,31.0,19.0,2004,1,1,0,Thursday
OFFENSE INVOLVING CHILDREN,RESIDENCE,True,True,1731,17.0,30.0,16.0,2004,1,17,0,Saturday
DECEPTIVE PRACTICE,OTHER,True,False,122,1.0,42.0,32.0,2004,3,31,12,Wednesday
HOMICIDE,AUTO,True,False,723,7.0,17.0,68.0,2001,5,1,13,Tuesday
THEFT,RESIDENCE,False,False,532,5.0,9.0,53.0,2004,2,25,1,Wednesday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,2124,2.0,4.0,39.0,2003,1,1,20,Wednesday
OFFENSE INVOLVING CHILDREN,APARTMENT,False,True,915,9.0,16.0,61.0,2003,1,1,0,Wednesday
SEX OFFENSE,RESIDENCE,False,False,1532,15.0,28.0,25.0,2003,10,1,15,Wednesday
HOMICIDE,APARTMENT,False,False,733,7.0,17.0,68.0,2001,5,1,19,Tuesday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,611,6.0,17.0,71.0,2003,1,1,0,Wednesday
SEX OFFENSE,RESIDENCE,False,False,1121,11.0,27.0,23.0,2002,1,1,0,Tuesday
THEFT,OTHER,False,False,2033,20.0,46.0,3.0,2002,1,1,0,Tuesday
THEFT,APARTMENT,False,False,2431,24.0,49.0,1.0,2003,1,1,0,Wednesday
HOMICIDE,STREET,True,False,1123,11.0,28.0,27.0,2001,5,1,1,Tuesday
THEFT,OTHER,False,False,112,1.0,2.0,32.0,2004,11,26,12,Friday
THEFT,OTHER,False,False,431,4.0,10.0,51.0,2002,12,3,9,Tuesday
DECEPTIVE PRACTICE,RESIDENCE,False,False,1523,15.0,28.0,25.0,2004,2,1,8,Sunday
THEFT,RESIDENCE,False,False,2532,25.0,37.0,25.0,2004,8,1,0,Sunday
THEFT,RESIDENCE,False,False,323,3.0,6.0,69.0,2004,11,22,12,Monday
CRIM SEXUAL ASSAULT,"SCHOOL, PRIVATE, BUILDING",True,False,2522,25.0,31.0,19.0,2003,3,1,12,Saturday
THEFT,RESIDENCE,False,False,812,8.0,13.0,64.0,2002,12,1,9,Sunday
THEFT,APARTMENT,False,False,2522,25.0,37.0,19.0,2004,12,16,9,Thursday
OFFENSE INVOLVING CHILDREN,APARTMENT,False,True,1112,11.0,27.0,23.0,2004,1,1,0,Thursday
HOMICIDE,VESTIBULE,True,False,421,4.0,7.0,43.0,2001,5,2,3,Wednesday
SEX OFFENSE,"SCHOOL, PRIVATE, GROUNDS",True,False,2525,25.0,26.0,22.0,2003,1,1,0,Wednesday
SEX OFFENSE,"SCHOOL, PRIVATE, BUILDING",True,False,2522,25.0,31.0,19.0,2003,1,1,0,Wednesday
SEX OFFENSE,RESIDENCE,False,False,2515,25.0,30.0,19.0,2001,7,13,0,Friday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,2522,25.0,31.0,19.0,2002,1,1,0,Tuesday
SEX OFFENSE,RESIDENCE,False,False,1622,16.0,45.0,11.0,2003,11,1,9,Saturday
THEFT,RESIDENCE,False,False,814,8.0,23.0,56.0,2004,10,1,0,Friday
THEFT,RESIDENCE,False,False,1724,17.0,33.0,16.0,2003,1,1,0,Wednesday
CRIM SEXUAL ASSAULT,APARTMENT,False,True,523,5.0,34.0,53.0,2002,4,27,7,Saturday
THEFT,OTHER,False,False,2122,2.0,4.0,36.0,2004,1,1,0,Thursday
HOMICIDE,AUTO,False,False,233,2.0,24.0,25.0,2001,5,2,3,Wednesday
BATTERY,SIDEWALK,False,False,1122,11.0,28.0,26.0,2004,11,24,1,Wednesday
THEFT,APARTMENT,False,False,522,5.0,34.0,53.0,2002,1,18,8,Friday
CRIM SEXUAL ASSAULT,"SCHOOL, PRIVATE, GROUNDS",True,False,2522,25.0,31.0,19.0,2001,3,13,0,Tuesday
THEFT,RESIDENCE,False,False,813,8.0,13.0,65.0,2004,1,1,0,Thursday
HOMICIDE,AUTO,False,False,1223,12.0,24.0,25.0,2001,5,3,16,Thursday
CRIM SEXUAL ASSAULT,RESIDENCE,False,False,1732,17.0,30.0,21.0,2004,9,25,0,Saturday
THEFT,APARTMENT,False,False,1313,12.0,1.0,24.0,2002,1,1,0,Tuesday
HOMICIDE,HOUSE,True,False,915,9.0,16.0,61.0,2001,5,3,15,Thursday
THEFT,RESIDENCE,False,False,1233,12.0,25.0,31.0,2003,7,31,12,Thursday
DECEPTIVE PRACTICE,RESIDENCE,False,True,1324,12.0,26.0,24.0,2001,7,23,14,Monday
BURGLARY,RESIDENCE,False,False,1114,11.0,28.0,26.0,2004,5,12,20,Wednesday
BURGLARY,OTHER,False,False,1112,11.0,27.0,23.0,2004,12,8,8,Wednesday
HOMICIDE,STREET,True,False,633,6.0,8.0,44.0,2001,5,4,18,Friday
THEFT,STREET,False,False,733,7.0,17.0,68.0,2004,4,24,12,Saturday
SEX OFFENSE,APARTMENT,False,False,912,9.0,14.0,58.0,2002,1,1,0,Tuesday
THEFT,RESIDENCE,False,False,1623,16.0,45.0,11.0,2001,2,2,0,Friday
OFFENSE INVOLVING CHILDREN,RESIDENCE,True,False,811,8.0,23.0,56.0,2002,3,1,0,Friday
CRIM SEXUAL ASSAULT,RESIDENCE,False,False,414,4.0,7.0,46.0,2004,1,1,0,Thursday
THEFT,RESIDENCE,False,False,613,6.0,21.0,71.0,2004,10,1,0,Friday
HOMICIDE,AUTO,True,False,915,9.0,24.0,25.0,2001,5,6,1,Sunday
THEFT,RESIDENCE,False,False,1732,17.0,30.0,21.0,2004,1,1,9,Thursday
DECEPTIVE PRACTICE,RESIDENCE,False,False,1222,12.0,25.0,31.0,2001,1,26,9,Friday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,2523,25.0,31.0,21.0,2003,10,10,0,Friday
THEFT,OTHER,False,False,124,1.0,42.0,32.0,2004,10,1,12,Friday
SEX OFFENSE,"SCHOOL, PUBLIC, GROUNDS",False,False,1713,17.0,39.0,14.0,2004,9,1,0,Wednesday
SEX OFFENSE,RESIDENCE,False,False,912,9.0,14.0,58.0,2002,12,25,0,Wednesday
HOMICIDE,CHA HALLWAY,False,False,221,2.0,3.0,38.0,2001,5,6,15,Sunday
THEFT,OTHER,False,False,1723,17.0,39.0,16.0,2003,6,1,8,Sunday
THEFT,RESIDENCE,False,False,2512,25.0,36.0,18.0,2004,1,1,9,Thursday
THEFT,APARTMENT,False,False,1434,14.0,32.0,22.0,2004,6,1,10,Tuesday
HOMICIDE,STREET,True,False,1034,10.0,25.0,31.0,2001,5,6,23,Sunday
DECEPTIVE PRACTICE,GOVERNMENT BUILDING/PROPERTY,True,False,925,9.0,11.0,61.0,2001,1,1,0,Monday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,911,9.0,14.0,63.0,2003,11,17,0,Monday
THEFT,"SCHOOL, PUBLIC, BUILDING",False,False,811,8.0,23.0,56.0,2003,8,23,10,Saturday
HOMICIDE,STREET,True,False,1533,15.0,24.0,25.0,2001,5,6,23,Sunday
THEFT,RESIDENCE,False,False,1531,15.0,37.0,25.0,2003,6,1,8,Sunday
THEFT,STREET,False,False,1111,11.0,37.0,23.0,2004,6,14,9,Monday
SEX OFFENSE,RESIDENCE,False,False,834,8.0,18.0,70.0,2002,12,27,0,Friday
THEFT,APARTMENT,False,False,2311,19.0,46.0,3.0,2003,1,1,0,Wednesday
CRIM SEXUAL ASSAULT,RESIDENCE,False,False,1912,19.0,47.0,5.0,2002,9,16,15,Monday
DECEPTIVE PRACTICE,RESIDENCE,False,False,1811,18.0,32.0,7.0,2004,5,3,12,Monday
CRIM SEXUAL ASSAULT,RESIDENCE,False,False,524,5.0,34.0,53.0,2002,6,16,0,Sunday
THEFT,OTHER,False,False,1431,14.0,35.0,22.0,2002,12,1,0,Sunday
HOMICIDE,PORCH,False,False,511,5.0,24.0,25.0,2001,5,7,1,Monday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,824,8.0,14.0,63.0,2003,5,10,0,Saturday
THEFT,RESIDENCE,False,False,1011,10.0,24.0,29.0,2004,12,20,12,Monday
HOMICIDE,STREET,True,False,912,9.0,14.0,58.0,2001,5,7,2,Monday
THEFT,RESIDENCE,False,False,224,2.0,3.0,38.0,2004,3,1,12,Monday
CRIM SEXUAL ASSAULT,RESIDENCE,True,False,2411,24.0,50.0,2.0,2001,6,1,12,Friday
SEX OFFENSE,RESIDENCE,False,False,913,9.0,12.0,58.0,2001,1,1,0,Monday
HOMICIDE,STREET,False,False,213,2.0,24.0,25.0,2001,5,7,6,Monday
BATTERY,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,False,False,813,8.0,23.0,56.0,2001,6,28,21,Thursday
CRIM SEXUAL ASSAULT,RESIDENCE,False,False,2521,25.0,31.0,19.0,2001,1,1,0,Monday
DECEPTIVE PRACTICE,APARTMENT,False,False,1135,11.0,28.0,29.0,2004,1,1,0,Thursday
THEFT,RESIDENCE,False,False,2515,25.0,37.0,19.0,2002,1,1,9,Tuesday
DECEPTIVE PRACTICE,RESIDENCE,False,True,1424,14.0,1.0,24.0,2003,6,16,15,Monday
HOMICIDE,APARTMENT,True,True,1113,11.0,28.0,26.0,2001,5,7,15,Monday
THEFT,RESIDENCE,False,False,2535,25.0,30.0,23.0,2003,1,1,9,Wednesday
THEFT,RESIDENCE,False,False,421,4.0,7.0,43.0,2004,1,1,0,Thursday
THEFT,"SCHOOL, PUBLIC, BUILDING",False,False,2013,20.0,48.0,77.0,2004,9,1,12,Wednesday
HOMICIDE,AUTO,True,False,1531,15.0,37.0,25.0,2001,5,7,20,Monday
OFFENSE INVOLVING CHILDREN,APARTMENT,True,True,824,8.0,16.0,63.0,2004,5,1,0,Saturday
THEFT,OTHER,False,False,2234,22.0,34.0,75.0,2001,7,6,9,Friday
THEFT,RESIDENCE,False,False,1634,16.0,38.0,15.0,2004,1,1,9,Thursday
BATTERY,APARTMENT,False,True,1132,11.0,28.0,26.0,2004,5,30,9,Sunday
HOMICIDE,STREET,True,False,733,7.0,17.0,68.0,2001,5,9,12,Wednesday
THEFT,"SCHOOL, PUBLIC, BUILDING",False,False,935,9.0,3.0,37.0,2004,6,16,0,Wednesday
THEFT,RESIDENCE,False,False,433,4.0,10.0,55.0,2004,9,1,12,Wednesday
THEFT,APARTMENT,False,False,411,4.0,8.0,45.0,2004,4,21,9,Wednesday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,2212,22.0,19.0,75.0,2001,1,1,0,Monday
THEFT,HOSPITAL BUILDING/GROUNDS,False,False,2031,20.0,40.0,4.0,2004,2,4,10,Wednesday
THEFT,RESIDENCE,False,False,711,7.0,3.0,68.0,2003,10,10,9,Friday
ASSAULT,APARTMENT,False,False,1113,11.0,28.0,26.0,2004,6,7,1,Monday
HOMICIDE,STREET,False,False,213,2.0,3.0,38.0,2001,5,9,15,Wednesday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,1115,11.0,28.0,26.0,2003,12,1,12,Monday
HOMICIDE,VACANT LOT,True,False,1133,11.0,24.0,27.0,2001,5,10,12,Thursday
SEX OFFENSE,RESIDENCE,False,False,2312,19.0,46.0,3.0,2004,2,23,0,Monday
CRIM SEXUAL ASSAULT,RESIDENCE,False,False,712,7.0,16.0,68.0,2004,5,15,13,Saturday
SEX OFFENSE,APARTMENT,False,True,2522,25.0,31.0,19.0,2001,6,1,21,Friday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,1135,11.0,28.0,28.0,2004,6,1,20,Tuesday
CRIM SEXUAL ASSAULT,RESIDENCE,False,True,1121,11.0,27.0,23.0,2001,1,1,0,Monday
HOMICIDE,STREET,False,False,1524,15.0,37.0,25.0,2001,5,9,13,Wednesday
THEFT,OTHER,False,False,421,4.0,7.0,43.0,2004,8,27,0,Friday
DECEPTIVE PRACTICE,RESIDENCE,False,False,726,7.0,15.0,67.0,2003,12,3,9,Wednesday
THEFT,APARTMENT,False,False,624,6.0,8.0,69.0,2003,7,12,17,Saturday
HOMICIDE,APARTMENT,True,True,233,2.0,20.0,40.0,2001,5,12,2,Saturday
THEFT,RESIDENCE,False,False,221,2.0,3.0,38.0,2002,4,4,12,Thursday
CRIM SEXUAL ASSAULT,RESIDENCE,False,True,823,8.0,15.0,66.0,2003,1,1,0,Wednesday
OFFENSE INVOLVING CHILDREN,RESIDENCE,True,False,2534,25.0,30.0,23.0,2002,6,1,20,Saturday
OFFENSE INVOLVING CHILDREN,RESIDENCE,True,False,2534,25.0,30.0,23.0,2002,6,1,21,Saturday
THEFT,APARTMENT,False,False,234,2.0,20.0,40.0,2002,12,2,9,Monday
OFFENSE INVOLVING CHILDREN,RESIDENCE,True,True,931,9.0,20.0,61.0,2004,5,1,20,Saturday
THEFT,RESIDENCE,False,False,1513,15.0,29.0,25.0,2001,1,1,9,Monday
HOMICIDE,ALLEY,False,False,922,9.0,11.0,59.0,2001,5,10,5,Thursday
THEFT,RESIDENCE,False,False,2521,25.0,31.0,20.0,2004,3,20,0,Saturday
THEFT,HOSPITAL BUILDING/GROUNDS,False,True,831,8.0,15.0,66.0,2002,10,11,8,Friday
HOMICIDE,VACANT LOT,False,False,722,7.0,20.0,68.0,2001,5,11,8,Friday
HOMICIDE,VACANT LOT,False,False,222,2.0,24.0,25.0,2001,5,11,23,Friday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,2512,25.0,36.0,18.0,2003,1,1,1,Wednesday
CRIM SEXUAL ASSAULT,APARTMENT,False,False,1731,17.0,30.0,15.0,2002,5,1,12,Wednesday
DECEPTIVE PRACTICE,ATHLETIC CLUB,False,False,1313,12.0,27.0,24.0,2004,1,13,0,Tuesday
THEFT,COMMERCIAL / BUSINESS OFFICE,True,False,923,9.0,11.0,60.0,2003,9,2,0,Tuesday
CRIM SEXUAL ASSAULT,RESIDENCE,True,True,824,8.0,16.0,63.0,2004,5,1,13,Saturday
HOMICIDE,STREET,True,False,634,6.0,24.0,25.0,2001,5,12,23,Saturday
THEFT,APARTMENT,False,False,1123,11.0,28.0,27.0,2004,10,26,0,Tuesday
OFFENSE INVOLVING CHILDREN,APARTMENT,False,False,624,6.0,8.0,69.0,2004,1,1,0,Thursday
HOMICIDE,AUTO,False,False,822,8.0,14.0,63.0,2001,5,12,23,Saturday
THEFT,APARTMENT,False,False,631,6.0,8.0,44.0,2004,10,12,15,Tuesday
THEFT,RESIDENCE,False,False,414,4.0,8.0,43.0,2001,9,16,0,Sunday
THEFT,RESIDENCE,False,False,523,5.0,9.0,53.0,2002,1,1,0,Tuesday
CRIM SEXUAL ASSAULT,RESIDENCE,False,False,914,9.0,12.0,58.0,2003,1,1,0,Wednesday
HOMICIDE,PORCH,True,False,731,7.0,24.0,25.0,2001,5,14,0,Monday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,821,8.0,14.0,57.0,2004,1,1,0,Thursday
THEFT,RESIDENCE,False,False,2112,2.0,2.0,35.0,2002,12,1,12,Sunday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,2313,19.0,46.0,3.0,2004,6,11,0,Friday
HOMICIDE,RESTAURANT,True,False,1522,15.0,28.0,25.0,2001,5,14,12,Monday
THEFT,APARTMENT,False,False,1712,17.0,39.0,14.0,2001,7,21,8,Saturday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,911,9.0,14.0,63.0,2003,2,1,9,Saturday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,1633,16.0,38.0,15.0,2003,1,1,0,Wednesday
ASSAULT,RESIDENCE,False,False,1632,16.0,36.0,17.0,2004,4,5,0,Monday
HOMICIDE,STREET,False,False,623,6.0,6.0,69.0,2001,5,12,10,Saturday
OFFENSE INVOLVING CHILDREN,APARTMENT,False,True,2024,20.0,48.0,3.0,2004,7,8,0,Thursday
OFFENSE INVOLVING CHILDREN,RESIDENCE,True,False,912,9.0,14.0,58.0,2002,7,1,0,Monday
OFFENSE INVOLVING CHILDREN,RESIDENCE,True,False,912,9.0,14.0,58.0,2002,7,1,0,Monday
THEFT,RESIDENCE,False,False,2131,2.0,5.0,41.0,2004,5,1,10,Saturday
THEFT,RESIDENCE,False,False,523,5.0,34.0,53.0,2003,5,22,9,Thursday
HOMICIDE,VACANT LOT,False,False,522,5.0,34.0,53.0,2001,5,17,15,Thursday
THEFT,RESIDENCE,False,False,423,4.0,7.0,46.0,2004,8,20,20,Friday
HOMICIDE,STREET,True,False,1135,11.0,2.0,27.0,2001,5,17,23,Thursday
CRIM SEXUAL ASSAULT,RESIDENCE,True,False,1132,11.0,24.0,26.0,2004,4,9,0,Friday
OFFENSE INVOLVING CHILDREN,RESIDENCE,True,False,813,8.0,13.0,65.0,2003,8,15,0,Friday
CRIM SEXUAL ASSAULT,APARTMENT,False,True,221,2.0,3.0,38.0,2003,9,13,13,Saturday
CRIM SEXUAL ASSAULT,RESIDENCE,True,True,2522,25.0,31.0,20.0,2003,11,24,0,Monday
HOMICIDE,STREET,False,False,1523,15.0,28.0,25.0,2001,5,18,1,Friday
THEFT,RESIDENCE,False,False,935,9.0,11.0,61.0,2003,12,1,0,Monday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,823,8.0,15.0,66.0,2004,11,20,0,Saturday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,1313,12.0,26.0,24.0,2003,10,19,0,Sunday
THEFT,APARTMENT,False,False,1313,12.0,27.0,23.0,2003,2,25,9,Tuesday
THEFT,OTHER,False,False,1031,10.0,22.0,30.0,2001,1,1,0,Monday
THEFT,RESIDENCE,False,False,234,2.0,20.0,40.0,2003,1,3,10,Friday
CRIM SEXUAL ASSAULT,RESIDENCE,True,True,1411,14.0,35.0,21.0,2004,3,14,0,Sunday
OFFENSE INVOLVING CHILDREN,RESIDENCE,True,True,1411,14.0,35.0,21.0,2002,3,14,0,Thursday
HOMICIDE,STREET,False,False,414,4.0,8.0,46.0,2001,5,18,11,Friday
THEFT,RESIDENCE,False,False,322,3.0,20.0,69.0,2004,7,17,9,Saturday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,2522,25.0,31.0,19.0,2002,1,1,8,Tuesday
SEX OFFENSE,RESIDENCE,False,False,724,7.0,17.0,68.0,2002,1,1,0,Tuesday
THEFT,RESIDENCE,False,False,1533,15.0,28.0,25.0,2001,1,1,0,Monday
SEX OFFENSE,GOVERNMENT BUILDING/PROPERTY,False,True,113,1.0,42.0,32.0,2004,7,22,0,Thursday
HOMICIDE,STREET,True,False,314,3.0,5.0,42.0,2001,5,18,15,Friday
THEFT,RESIDENCE,False,False,2513,25.0,36.0,25.0,2002,11,3,8,Sunday
SEX OFFENSE,RESIDENCE,False,False,1133,11.0,24.0,27.0,2004,1,1,0,Thursday
SEX OFFENSE,RESIDENCE,False,False,1133,11.0,24.0,27.0,2004,1,1,0,Thursday
HOMICIDE,PARKING LOT,False,False,2535,25.0,30.0,23.0,2001,5,21,10,Monday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,2511,25.0,36.0,19.0,2004,1,1,0,Thursday
THEFT,RESIDENCE,False,False,735,7.0,17.0,67.0,2003,1,1,0,Wednesday
HOMICIDE,PARKING LOT,False,False,815,8.0,14.0,57.0,2001,5,27,4,Sunday
SEX OFFENSE,RESIDENCE,False,True,1632,16.0,36.0,17.0,2001,1,1,0,Monday
THEFT,RESIDENCE,False,False,1523,15.0,37.0,25.0,2002,11,19,9,Tuesday
SEX OFFENSE,APARTMENT,False,False,1924,19.0,32.0,5.0,2003,11,23,16,Sunday
HOMICIDE,STREET,True,False,1911,19.0,47.0,4.0,2001,5,10,6,Thursday
SEX OFFENSE,RESIDENCE,False,False,524,5.0,34.0,53.0,2001,1,1,22,Monday
CRIM SEXUAL ASSAULT,APARTMENT,True,True,824,8.0,16.0,63.0,2002,11,1,0,Friday
THEFT,RESIDENCE,False,False,2534,25.0,30.0,23.0,2004,1,2,8,Friday
THEFT,COMMERCIAL / BUSINESS OFFICE,False,False,1135,11.0,28.0,28.0,2003,12,2,6,Tuesday
HOMICIDE,DUMPSTER,True,False,712,7.0,24.0,25.0,2001,5,29,23,Tuesday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,2514,25.0,30.0,19.0,2004,11,23,1,Tuesday
SEX OFFENSE,APARTMENT,False,False,2122,2.0,4.0,36.0,2004,11,5,20,Friday
HOMICIDE,PORCH,False,False,831,8.0,24.0,25.0,2001,5,31,10,Thursday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,1012,10.0,24.0,29.0,2003,4,3,1,Thursday
THEFT,RESIDENCE,False,False,922,9.0,11.0,59.0,2003,1,1,0,Wednesday
HOMICIDE,STREET,True,False,912,9.0,12.0,58.0,2001,5,31,23,Thursday
THEFT,RESIDENCE,False,False,1032,10.0,22.0,30.0,2004,2,1,0,Sunday
THEFT,RESIDENCE,False,False,1421,14.0,26.0,22.0,2002,1,1,0,Tuesday
CRIM SEXUAL ASSAULT,RESIDENCE,False,False,611,6.0,18.0,71.0,2002,12,1,0,Sunday
THEFT,APARTMENT,False,False,2331,19.0,44.0,6.0,2002,3,1,12,Friday
HOMICIDE,ALLEY,False,False,2534,25.0,30.0,23.0,2001,6,1,6,Friday
DECEPTIVE PRACTICE,BANK,False,False,2023,20.0,48.0,77.0,2004,1,1,9,Thursday
HOMICIDE,PORCH,False,False,1511,15.0,29.0,25.0,2001,6,1,20,Friday
CRIM SEXUAL ASSAULT,RESIDENCE,True,False,432,4.0,10.0,52.0,2004,9,1,17,Wednesday
THEFT,STREET,False,False,2522,25.0,31.0,20.0,2003,5,2,16,Friday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,1412,14.0,35.0,21.0,2003,1,1,0,Wednesday
THEFT,RESIDENCE,False,False,2535,25.0,30.0,23.0,2002,5,1,0,Wednesday
SEX OFFENSE,"SCHOOL, PUBLIC, GROUNDS",False,False,914,9.0,20.0,61.0,2002,1,1,15,Tuesday
HOMICIDE,GAS STATION DRIVE/PROP.,False,False,722,7.0,24.0,25.0,2001,6,2,3,Saturday
CRIM SEXUAL ASSAULT,RESIDENCE,False,False,1731,17.0,30.0,16.0,2002,8,30,0,Friday
OFFENSE INVOLVING CHILDREN,RESIDENCE,True,False,2515,25.0,30.0,19.0,2002,1,21,0,Monday
THEFT,RESIDENCE,False,False,311,3.0,20.0,40.0,2002,1,1,9,Tuesday
THEFT,RESIDENCE,False,False,915,9.0,16.0,61.0,2002,1,1,0,Tuesday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,1122,11.0,27.0,23.0,2002,1,1,0,Tuesday
CRIM SEXUAL ASSAULT,RESIDENCE,False,True,1112,11.0,27.0,23.0,2002,1,13,9,Sunday
HOMICIDE,STREET,True,False,914,9.0,12.0,58.0,2001,6,2,4,Saturday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,813,8.0,13.0,64.0,2001,8,3,0,Friday
THEFT,RESIDENCE,False,False,1414,14.0,35.0,22.0,2001,9,29,9,Saturday
HOMICIDE,ALLEY,False,False,1421,14.0,35.0,22.0,2001,6,2,6,Saturday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,2515,25.0,30.0,19.0,2002,1,24,0,Thursday
THEFT,RESIDENCE,False,False,2223,22.0,21.0,73.0,2002,8,22,15,Thursday
CRIM SEXUAL ASSAULT,APARTMENT,False,True,1424,14.0,1.0,24.0,2003,3,4,0,Tuesday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,832,8.0,15.0,66.0,2002,1,1,0,Tuesday
SEX OFFENSE,APARTMENT,False,True,2535,25.0,30.0,23.0,2004,12,20,0,Monday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,823,8.0,15.0,66.0,2001,1,10,0,Wednesday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,1624,16.0,38.0,15.0,2002,9,1,0,Sunday
OFFENSE INVOLVING CHILDREN,APARTMENT,False,True,1423,14.0,26.0,24.0,2003,1,1,0,Wednesday
THEFT,RESIDENCE,False,False,2123,2.0,4.0,39.0,2004,10,22,9,Friday
HOMICIDE,APARTMENT,True,False,631,6.0,6.0,44.0,2001,6,2,16,Saturday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,2531,25.0,29.0,25.0,2002,8,21,0,Wednesday
THEFT,RESIDENCE,False,False,1513,15.0,29.0,25.0,2004,4,19,9,Monday
THEFT,RESIDENCE,False,False,1813,18.0,43.0,7.0,2001,12,10,9,Monday
THEFT,STREET,False,False,214,2.0,3.0,38.0,2004,3,1,12,Monday
THEFT,RESIDENCE,False,False,1824,18.0,42.0,8.0,2001,9,15,8,Saturday
SEX OFFENSE,RESIDENCE,False,True,832,8.0,15.0,66.0,2003,11,27,0,Thursday
HOMICIDE,STREET,True,False,1323,12.0,1.0,24.0,2001,6,2,20,Saturday
CRIM SEXUAL ASSAULT,APARTMENT,False,True,1423,14.0,26.0,24.0,2001,7,23,0,Monday
OFFENSE INVOLVING CHILDREN,APARTMENT,False,True,1223,12.0,25.0,31.0,2002,9,1,8,Sunday
